# fibro_muscle target signal | mode=proxy | n_pairs=1711
pair_id	score
ITGA7__NOTCH2	1.0000
ITGA7__ROBO1	0.5000
ITGA1__ITGA7	0.5000
ITGA6__ITGA7	0.5000
CXCR4__ITGA7	0.5000
CD36__ITGA7	1.0000
ITGAV__ITGB1	-0.5000
ITGB1__PLAUR	-0.5000
CD44__ITGB1	0.0000
ITGB1__NOTCH1	0.5000
ITGB1__NOTCH2	0.5000
ITGB1__ROBO1	0.0000
ITGA1__ITGB1	0.0000
ITGA6__ITGB1	0.0000
CXCR4__ITGB1	0.0000
CD36__ITGB1	0.5000
ITGAV__PLAUR	-1.0000
CD44__ITGAV	-0.5000
ITGAV__NOTCH1	0.0000
ITGAV__NOTCH2	0.0000
ITGAV__ROBO1	-0.5000
ITGA1__ITGAV	-0.5000
ITGA6__ITGAV	-0.5000
CXCR4__ITGAV	-0.5000
CD36__ITGAV	0.0000
CD44__PLAUR	-0.5000
NOTCH1__PLAUR	0.0000
NOTCH2__PLAUR	0.0000
PLAUR__ROBO1	-0.5000
ITGA1__PLAUR	-0.5000
ITGA6__PLAUR	-0.5000
CXCR4__PLAUR	-0.5000
CD36__PLAUR	0.0000
CD44__NOTCH1	0.5000
CD44__NOTCH2	0.5000
CD44__ROBO1	0.0000
CD44__ITGA1	0.0000
CD44__ITGA6	0.0000
CD44__CXCR4	0.0000
CD36__CD44	0.5000
NOTCH1__NOTCH2	1.0000
NOTCH1__ROBO1	0.5000
ITGA1__NOTCH1	0.5000
ITGA6__NOTCH1	0.5000
CXCR4__NOTCH1	0.5000
CD36__NOTCH1	1.0000
NOTCH2__ROBO1	0.5000
ITGA1__NOTCH2	0.5000
ITGA6__NOTCH2	0.5000
CXCR4__NOTCH2	0.5000
CD36__NOTCH2	1.0000
ITGA1__ROBO1	0.0000
ITGA6__ROBO1	0.0000
CXCR4__ROBO1	0.0000
CD36__ROBO1	0.5000
ITGA1__ITGA6	0.0000
CXCR4__ITGA1	0.0000
CD36__ITGA1	0.5000
CXCR4__ITGA6	0.0000
CD36__ITGA6	0.5000
CD36__CXCR4	0.5000
