rank	candidate_id	receptor_A	receptor_B	linker	biased_pathways	chain_soundness	track_a	track_b	composite_reward	tier	verdict	notes
188	EPHA4_NTRK2__GS_long	EPHA4	NTRK2	GS_long	MAPK	0.650	-0.7992	0.650	-0.2558	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (EPH, TRK); axis: stress; linker: GS_long (40 aa, flexible).
189	ERBB2_PDGFRA__GS_long	ERBB2	PDGFRA	GS_long	MAPK,AKT,PLCG	0.750	-0.8934	0.750	-0.2771	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: GS_long (40 aa, flexible).
190	ERBB2_PDGFRB__GS_long	ERBB2	PDGFRB	GS_long	MAPK,AKT,PLCG	0.750	-0.8934	0.750	-0.2771	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: GS_long (40 aa, flexible).
191	EGFR_PDGFRA__GS_long	EGFR	PDGFRA	GS_long	MAPK,AKT,PLCG	0.750	-0.8934	0.750	-0.2771	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: GS_long (40 aa, flexible).
192	EGFR_PDGFRB__GS_long	EGFR	PDGFRB	GS_long	MAPK,AKT,PLCG	0.750	-0.8934	0.750	-0.2771	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: GS_long (40 aa, flexible).
193	ERBB2_PDGFRA__GS_med	ERBB2	PDGFRA	GS_med	MAPK,AKT,PLCG	0.750	-0.9128	0.750	-0.2893	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: GS_med (20 aa, flexible).
194	ERBB2_PDGFRB__GS_med	ERBB2	PDGFRB	GS_med	MAPK,AKT,PLCG	0.750	-0.9128	0.750	-0.2893	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: GS_med (20 aa, flexible).
195	EGFR_PDGFRA__GS_med	EGFR	PDGFRA	GS_med	MAPK,AKT,PLCG	0.750	-0.9128	0.750	-0.2893	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: GS_med (20 aa, flexible).
196	EGFR_PDGFRB__GS_med	EGFR	PDGFRB	GS_med	MAPK,AKT,PLCG	0.750	-0.9128	0.750	-0.2893	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: GS_med (20 aa, flexible).
197	MET_EPHA4__GS_long	MET	EPHA4	GS_long	MAPK	0.550	-0.7992	0.550	-0.2933	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (MET, EPH); axis: stress; linker: GS_long (40 aa, flexible).
198	FGFR1_PDGFRA__GS_short	FGFR1	PDGFRA	GS_short	MAPK,PLCG	0.750	-0.9223	0.750	-0.2952	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_short (10 aa, flexible).
199	FGFR1_PDGFRA__EAAAK_x4	FGFR1	PDGFRA	EAAAK_x4	MAPK,PLCG	0.750	-0.9223	0.750	-0.2952	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: EAAAK_x4 (22 aa, rigid).
200	FGFR1_PDGFRB__GS_short	FGFR1	PDGFRB	GS_short	MAPK,PLCG	0.750	-0.9223	0.750	-0.2952	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_short (10 aa, flexible).
201	FGFR1_PDGFRB__EAAAK_x4	FGFR1	PDGFRB	EAAAK_x4	MAPK,PLCG	0.750	-0.9223	0.750	-0.2952	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: EAAAK_x4 (22 aa, rigid).
202	FGFR2_PDGFRA__GS_short	FGFR2	PDGFRA	GS_short	MAPK,PLCG	0.750	-0.9223	0.750	-0.2952	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_short (10 aa, flexible).
203	FGFR2_PDGFRA__EAAAK_x4	FGFR2	PDGFRA	EAAAK_x4	MAPK,PLCG	0.750	-0.9223	0.750	-0.2952	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: EAAAK_x4 (22 aa, rigid).
204	FGFR2_PDGFRB__GS_short	FGFR2	PDGFRB	GS_short	MAPK,PLCG	0.750	-0.9223	0.750	-0.2952	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_short (10 aa, flexible).
205	FGFR2_PDGFRB__EAAAK_x4	FGFR2	PDGFRB	EAAAK_x4	MAPK,PLCG	0.750	-0.9223	0.750	-0.2952	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: EAAAK_x4 (22 aa, rigid).
206	FGFR4_PDGFRA__GS_short	FGFR4	PDGFRA	GS_short	MAPK,PLCG	0.750	-0.9223	0.750	-0.2952	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_short (10 aa, flexible).
207	FGFR4_PDGFRA__EAAAK_x4	FGFR4	PDGFRA	EAAAK_x4	MAPK,PLCG	0.750	-0.9223	0.750	-0.2952	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: EAAAK_x4 (22 aa, rigid).
208	FGFR4_PDGFRB__GS_short	FGFR4	PDGFRB	GS_short	MAPK,PLCG	0.750	-0.9223	0.750	-0.2952	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: GS_short (10 aa, flexible).
209	FGFR4_PDGFRB__EAAAK_x4	FGFR4	PDGFRB	EAAAK_x4	MAPK,PLCG	0.750	-0.9223	0.750	-0.2952	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: EAAAK_x4 (22 aa, rigid).
210	FGFR1_PDGFRA__XTEN_36	FGFR1	PDGFRA	XTEN_36	MAPK,PLCG	0.800	-0.9722	0.800	-0.3076	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: XTEN_36 (36 aa, unstructured).
211	FGFR1_PDGFRB__XTEN_36	FGFR1	PDGFRB	XTEN_36	MAPK,PLCG	0.800	-0.9722	0.800	-0.3076	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: XTEN_36 (36 aa, unstructured).
212	FGFR2_PDGFRA__XTEN_36	FGFR2	PDGFRA	XTEN_36	MAPK,PLCG	0.800	-0.9722	0.800	-0.3076	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: XTEN_36 (36 aa, unstructured).
213	FGFR2_PDGFRB__XTEN_36	FGFR2	PDGFRB	XTEN_36	MAPK,PLCG	0.800	-0.9722	0.800	-0.3076	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: XTEN_36 (36 aa, unstructured).
214	FGFR4_PDGFRA__XTEN_36	FGFR4	PDGFRA	XTEN_36	MAPK,PLCG	0.800	-0.9722	0.800	-0.3076	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: XTEN_36 (36 aa, unstructured).
215	FGFR4_PDGFRB__XTEN_36	FGFR4	PDGFRB	XTEN_36	MAPK,PLCG	0.800	-0.9722	0.800	-0.3076	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, PDGFR); axis: fibrotic; linker: XTEN_36 (36 aa, unstructured).
216	ERBB2_EPHA4__GS_med	ERBB2	EPHA4	GS_med	MAPK	0.650	-0.8934	0.650	-0.3146	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, EPH); axis: stress; linker: GS_med (20 aa, flexible).
217	EGFR_EPHA4__GS_med	EGFR	EPHA4	GS_med	MAPK	0.650	-0.8934	0.650	-0.3146	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, EPH); axis: stress; linker: GS_med (20 aa, flexible).
218	FGFR1_EPHA4__GS_med	FGFR1	EPHA4	GS_med	MAPK	0.650	-0.8934	0.650	-0.3146	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, EPH); axis: stress; linker: GS_med (20 aa, flexible).
219	FGFR2_EPHA4__GS_med	FGFR2	EPHA4	GS_med	MAPK	0.650	-0.8934	0.650	-0.3146	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, EPH); axis: stress; linker: GS_med (20 aa, flexible).
220	FGFR4_EPHA4__GS_med	FGFR4	EPHA4	GS_med	MAPK	0.650	-0.8934	0.650	-0.3146	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, EPH); axis: stress; linker: GS_med (20 aa, flexible).
221	EPHA4_NTRK2__GS_med	EPHA4	NTRK2	GS_med	MAPK	0.650	-0.8934	0.650	-0.3146	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (EPH, TRK); axis: stress; linker: GS_med (20 aa, flexible).
222	ERBB2_NTRK2__GS_long	ERBB2	NTRK2	GS_long	(none)	0.450	-0.7992	0.450	-0.3308	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, TRK); axis: stress; linker: GS_long (40 aa, flexible).
223	EGFR_NTRK2__GS_long	EGFR	NTRK2	GS_long	(none)	0.450	-0.7992	0.450	-0.3308	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, TRK); axis: stress; linker: GS_long (40 aa, flexible).
224	FGFR1_NTRK2__GS_long	FGFR1	NTRK2	GS_long	(none)	0.450	-0.7992	0.450	-0.3308	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, TRK); axis: stress; linker: GS_long (40 aa, flexible).
225	FGFR2_NTRK2__GS_long	FGFR2	NTRK2	GS_long	(none)	0.450	-0.7992	0.450	-0.3308	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, TRK); axis: stress; linker: GS_long (40 aa, flexible).
226	FGFR4_NTRK2__GS_long	FGFR4	NTRK2	GS_long	(none)	0.450	-0.7992	0.450	-0.3308	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, TRK); axis: stress; linker: GS_long (40 aa, flexible).
227	IGF1R_EPHA4__GS_long	IGF1R	EPHA4	GS_long	(none)	0.450	-0.7992	0.450	-0.3308	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, EPH); axis: stress; linker: GS_long (40 aa, flexible).
228	IGF1R_NTRK2__GS_long	IGF1R	NTRK2	GS_long	(none)	0.450	-0.7992	0.450	-0.3308	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, TRK); axis: stress; linker: GS_long (40 aa, flexible).
229	INSR_EPHA4__GS_long	INSR	EPHA4	GS_long	(none)	0.450	-0.7992	0.450	-0.3308	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, EPH); axis: stress; linker: GS_long (40 aa, flexible).
230	INSR_NTRK2__GS_long	INSR	NTRK2	GS_long	(none)	0.450	-0.7992	0.450	-0.3308	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (INSR, TRK); axis: stress; linker: GS_long (40 aa, flexible).
231	MET_NTRK2__GS_long	MET	NTRK2	GS_long	(none)	0.450	-0.7992	0.450	-0.3308	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (MET, TRK); axis: stress; linker: GS_long (40 aa, flexible).
232	PDGFRA_EPHA4__GS_long	PDGFRA	EPHA4	GS_long	(none)	0.450	-0.7992	0.450	-0.3308	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, EPH); axis: stress; linker: GS_long (40 aa, flexible).
233	PDGFRA_NTRK2__GS_long	PDGFRA	NTRK2	GS_long	(none)	0.450	-0.7992	0.450	-0.3308	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, TRK); axis: stress; linker: GS_long (40 aa, flexible).
234	PDGFRB_EPHA4__GS_long	PDGFRB	EPHA4	GS_long	(none)	0.450	-0.7992	0.450	-0.3308	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, EPH); axis: stress; linker: GS_long (40 aa, flexible).
235	PDGFRB_NTRK2__GS_long	PDGFRB	NTRK2	GS_long	(none)	0.450	-0.7992	0.450	-0.3308	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, TRK); axis: stress; linker: GS_long (40 aa, flexible).
236	ERBB2_PDGFRA__GS_short	ERBB2	PDGFRA	GS_short	MAPK,AKT,PLCG	0.650	-0.9223	0.650	-0.3327	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: GS_short (10 aa, flexible).
237	ERBB2_PDGFRA__EAAAK_x4	ERBB2	PDGFRA	EAAAK_x4	MAPK,AKT,PLCG	0.650	-0.9223	0.650	-0.3327	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: EAAAK_x4 (22 aa, rigid).
238	ERBB2_PDGFRB__GS_short	ERBB2	PDGFRB	GS_short	MAPK,AKT,PLCG	0.650	-0.9223	0.650	-0.3327	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: GS_short (10 aa, flexible).
239	ERBB2_PDGFRB__EAAAK_x4	ERBB2	PDGFRB	EAAAK_x4	MAPK,AKT,PLCG	0.650	-0.9223	0.650	-0.3327	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: EAAAK_x4 (22 aa, rigid).
240	EGFR_PDGFRA__GS_short	EGFR	PDGFRA	GS_short	MAPK,AKT,PLCG	0.650	-0.9223	0.650	-0.3327	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: GS_short (10 aa, flexible).
241	EGFR_PDGFRA__EAAAK_x4	EGFR	PDGFRA	EAAAK_x4	MAPK,AKT,PLCG	0.650	-0.9223	0.650	-0.3327	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: EAAAK_x4 (22 aa, rigid).
242	EGFR_PDGFRB__GS_short	EGFR	PDGFRB	GS_short	MAPK,AKT,PLCG	0.650	-0.9223	0.650	-0.3327	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: GS_short (10 aa, flexible).
243	EGFR_PDGFRB__EAAAK_x4	EGFR	PDGFRB	EAAAK_x4	MAPK,AKT,PLCG	0.650	-0.9223	0.650	-0.3327	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: EAAAK_x4 (22 aa, rigid).
244	ERBB2_EPHA4__XTEN_36	ERBB2	EPHA4	XTEN_36	MAPK	0.600	-0.8934	0.600	-0.3334	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, EPH); axis: stress; linker: XTEN_36 (36 aa, unstructured).
245	EGFR_EPHA4__XTEN_36	EGFR	EPHA4	XTEN_36	MAPK	0.600	-0.8934	0.600	-0.3334	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, EPH); axis: stress; linker: XTEN_36 (36 aa, unstructured).
246	FGFR1_EPHA4__XTEN_36	FGFR1	EPHA4	XTEN_36	MAPK	0.600	-0.8934	0.600	-0.3334	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, EPH); axis: stress; linker: XTEN_36 (36 aa, unstructured).
247	FGFR2_EPHA4__XTEN_36	FGFR2	EPHA4	XTEN_36	MAPK	0.600	-0.8934	0.600	-0.3334	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, EPH); axis: stress; linker: XTEN_36 (36 aa, unstructured).
248	FGFR4_EPHA4__XTEN_36	FGFR4	EPHA4	XTEN_36	MAPK	0.600	-0.8934	0.600	-0.3334	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, EPH); axis: stress; linker: XTEN_36 (36 aa, unstructured).
249	EPHA4_NTRK2__XTEN_36	EPHA4	NTRK2	XTEN_36	MAPK	0.600	-0.8934	0.600	-0.3334	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (EPH, TRK); axis: stress; linker: XTEN_36 (36 aa, unstructured).
250	ERBB2_PDGFRA__XTEN_36	ERBB2	PDGFRA	XTEN_36	MAPK,AKT,PLCG	0.700	-0.9722	0.700	-0.3451	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: XTEN_36 (36 aa, unstructured).
251	ERBB2_PDGFRB__XTEN_36	ERBB2	PDGFRB	XTEN_36	MAPK,AKT,PLCG	0.700	-0.9722	0.700	-0.3451	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: XTEN_36 (36 aa, unstructured).
252	EGFR_PDGFRA__XTEN_36	EGFR	PDGFRA	XTEN_36	MAPK,AKT,PLCG	0.700	-0.9722	0.700	-0.3451	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: XTEN_36 (36 aa, unstructured).
253	EGFR_PDGFRB__XTEN_36	EGFR	PDGFRB	XTEN_36	MAPK,AKT,PLCG	0.700	-0.9722	0.700	-0.3451	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, PDGFR); axis: fibrotic; linker: XTEN_36 (36 aa, unstructured).
254	ERBB2_EPHA4__GS_short	ERBB2	EPHA4	GS_short	MAPK	0.550	-0.8934	0.550	-0.3521	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, EPH); axis: stress; linker: GS_short (10 aa, flexible).
255	ERBB2_EPHA4__EAAAK_x4	ERBB2	EPHA4	EAAAK_x4	MAPK	0.550	-0.8934	0.550	-0.3521	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, EPH); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
256	EGFR_EPHA4__GS_short	EGFR	EPHA4	GS_short	MAPK	0.550	-0.8934	0.550	-0.3521	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, EPH); axis: stress; linker: GS_short (10 aa, flexible).
257	EGFR_EPHA4__EAAAK_x4	EGFR	EPHA4	EAAAK_x4	MAPK	0.550	-0.8934	0.550	-0.3521	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, EPH); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
258	FGFR1_EPHA4__GS_short	FGFR1	EPHA4	GS_short	MAPK	0.550	-0.8934	0.550	-0.3521	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, EPH); axis: stress; linker: GS_short (10 aa, flexible).
259	FGFR1_EPHA4__EAAAK_x4	FGFR1	EPHA4	EAAAK_x4	MAPK	0.550	-0.8934	0.550	-0.3521	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, EPH); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
260	FGFR2_EPHA4__GS_short	FGFR2	EPHA4	GS_short	MAPK	0.550	-0.8934	0.550	-0.3521	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, EPH); axis: stress; linker: GS_short (10 aa, flexible).
261	FGFR2_EPHA4__EAAAK_x4	FGFR2	EPHA4	EAAAK_x4	MAPK	0.550	-0.8934	0.550	-0.3521	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, EPH); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
262	FGFR4_EPHA4__GS_short	FGFR4	EPHA4	GS_short	MAPK	0.550	-0.8934	0.550	-0.3521	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, EPH); axis: stress; linker: GS_short (10 aa, flexible).
263	FGFR4_EPHA4__EAAAK_x4	FGFR4	EPHA4	EAAAK_x4	MAPK	0.550	-0.8934	0.550	-0.3521	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, EPH); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
264	MET_EPHA4__GS_med	MET	EPHA4	GS_med	MAPK	0.550	-0.8934	0.550	-0.3521	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (MET, EPH); axis: stress; linker: GS_med (20 aa, flexible).
265	PDGFRA_PDGFRB__GS_long	PDGFRA	PDGFRB	GS_long	MAPK,PLCG,STAT3	0.550	-0.8934	0.550	-0.3521	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, PDGFR); axis: fibrotic; linker: GS_long (40 aa, flexible).
266	EPHA4_NTRK2__GS_short	EPHA4	NTRK2	GS_short	MAPK	0.550	-0.8934	0.550	-0.3521	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (EPH, TRK); axis: stress; linker: GS_short (10 aa, flexible).
267	EPHA4_NTRK2__EAAAK_x4	EPHA4	NTRK2	EAAAK_x4	MAPK	0.550	-0.8934	0.550	-0.3521	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (EPH, TRK); axis: stress; linker: EAAAK_x4 (22 aa, rigid).
268	PDGFRA_PDGFRB__GS_med	PDGFRA	PDGFRB	GS_med	MAPK,PLCG,STAT3	0.550	-0.9128	0.550	-0.3643	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, PDGFR); axis: fibrotic; linker: GS_med (20 aa, flexible).
269	PDGFRA_PDGFRB__GS_short	PDGFRA	PDGFRB	GS_short	MAPK,PLCG,STAT3	0.550	-0.9223	0.550	-0.3702	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, PDGFR); axis: fibrotic; linker: GS_short (10 aa, flexible).
270	PDGFRA_PDGFRB__EAAAK_x4	PDGFRA	PDGFRB	EAAAK_x4	MAPK,PLCG,STAT3	0.550	-0.9223	0.550	-0.3702	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (PDGFR, PDGFR); axis: fibrotic; linker: EAAAK_x4 (22 aa, rigid).
271	MET_EPHA4__XTEN_36	MET	EPHA4	XTEN_36	MAPK	0.500	-0.8934	0.500	-0.3709	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (MET, EPH); axis: stress; linker: XTEN_36 (36 aa, unstructured).
272	ERBB2_NTRK2__GS_med	ERBB2	NTRK2	GS_med	(none)	0.450	-0.8934	0.450	-0.3896	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, TRK); axis: stress; linker: GS_med (20 aa, flexible).
273	EGFR_NTRK2__GS_med	EGFR	NTRK2	GS_med	(none)	0.450	-0.8934	0.450	-0.3896	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (ErbB, TRK); axis: stress; linker: GS_med (20 aa, flexible).
274	FGFR1_NTRK2__GS_med	FGFR1	NTRK2	GS_med	(none)	0.450	-0.8934	0.450	-0.3896	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, TRK); axis: stress; linker: GS_med (20 aa, flexible).
275	FGFR2_NTRK2__GS_med	FGFR2	NTRK2	GS_med	(none)	0.450	-0.8934	0.450	-0.3896	INCOHERENT_LOG_ONLY	ANTI-REJUVENATING	Heuristic candidate from generate_candidates.py — class pair: (FGFR, TRK); axis: stress; linker: GS_med (20 aa, flexible).
